Title;Acronym;Description;Access URL;Included in data catalogue;Type;Has representation language;Format;Theme;Licence;Version;Source accessed on
ASLS Soil Profile classifiers;ASLS-soil-prof;Classifiers described in chapter 8 Soil Profile, by R.C. McDonald and R.F. Isbell, in Australian soil and land survey field handbook (3rd edn). A soil profile is a vertical section of a soil from the soil surface through all its horizons to parent material, other consolidated substrate material or selected depth in unconsolidated material.;https://vocabs.ardc.edu.au/viewById/313;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Geosphere;CC BY 3.0 AU;3ed;2023-07-06
ASLS Substrate classifiers;ASLS-substrate;Classifiers described in chapter 9 Substrate, by R.C. McDonald and R.F. Isbell, in Australian Soil and Land Survey Field Handbook (3rd edn). This vocabulary deals with materials and masses of earth or rock that do not show pedological development. They are not soils, but typically underlie them.;https://vocabs.ardc.edu.au/viewById/630;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Geosphere;CC BY 3.0 AU;3ed;2023-07-06
Countries;Not specified;Country codes and names from ISO-3166.;https://vocabs.ardc.edu.au/viewById/611;ARDC;Gazetteer;SKOS;JSON-LD, N-Triples, RDF/XML, Turtle;Geosphere;CC BY 4.0;01/09/20;2023-07-07
Sample Type;Not specified;Describes the form, shape, or purpose of a specimen or observation. Where possible the sample type description is independent of the material that comprises the specimen (eg, rock, oil, sand), or the sampling method (eg, drilling, dredging), but in practice it is not always possible or convenient to completely separate these concepts from the sample type (eg, water column specimen).;https://vocabs.ardc.edu.au/viewById/185;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere-Geosphere;Not specified;1;2023-07-07
Geology;Not specified;"Earth’s history and its life as recorded in the rocks; includes the study of geologic features of an area, such as the geometry of rock formations, weathering and erosion, and sedimentation.";https://vocabs.ardc.edu.au/viewById/173;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Geosphere;Not specified;1;2023-07-07
Interim Biogeographic Regionalisation for Australia Codes;IBRA7;Interim Biogeographic Regionalisation for Australia (IBRA) version 7.0 represents a landscape based approach to classifying the land surface of Australia. 89 biogeographic regions and 419 sub regions have been delineated, each reflecting a unifying set of major environmental influences which shape the occurrence of flora and fauna and their interaction with the physical environment across Australia and its external territories (excluding Antarctica). IBRA Version 7.0 data consists of two datasets. IBRA bioregions, which is a larger scale regional classification of homogenous ecosystems, and sub regions, which are more localised. IBRA Version 7.0 is the result of both significant changes to certain IBRA 6.1 boundaries, plus refinement of other boundaries due to better data availability amongst some states and territories, and alterations by the states/territories along state borders. The updated boundaries were jointly defined by the Commonwealth, State and Territory nature and conservation agencies. In this respect refinements were carried out to all mainland jurisdictions with significant changes in Queensland and South Australia. In addition the dataset was also updated to more closely conform to the Geoscience Australia 1:100K State borders, and a standard coding/naming convention introduced (for both regions and sub-regions) resulting in differences to both names and codes used in earlier IBRA Versions. Various sources were used to delineate islands - these included the GA100K Admin layer plus the Australian Maritime Boundaries dataset, a Coral Sea dataset (held in ERIN) and the GA Commonwealth Fisheries 2006 dataset.;https://vocabs.ardc.edu.au/viewById/266;ARDC;Thesaurus;SKOS;Turtle;Geosphere;CC BY 3.0 AU;1.2.1;2023-07-06
Queensland CORVEG Database Vocabularies;Not specified;Queensland CORVEG database's controlled vocabularies for ecological plot-based data.;https://vocabs.ardc.edu.au/viewById/261;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere-Geosphere;CC BY 3.0 AU;1.0.1;2023-07-06
Geological Timescale;ICC;RDF representation of the Geological Timescale, as described in the International Chronostratigraphic Chart from the International Commission on Stratigraphy.;https://vocabs.ardc.edu.au/viewById/196;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Geosphere;CC BY 3.0 AU;2020;2023-07-07
Subject EOL Vocabulary;Not specified;SPM categories for text descriptions that are allowed in EOL;http://rs.gbif.org/vocabulary/eol/subject.xml;ARDC;Subject heading;NONE;XML;Biosphere;Not specified;13/02/15;2023-07-07
AusPollen Aerobiology Collaboration Network Species Classification;AusPollen Aerobiology Collaboration Network Species Classification;"The AusPollen Aerobiology Collaboration Network Species Classification is a standardised terms list of all pollen grains and fungal spores that are counted in Australia by pollen and spore monitoring sites affiliated with the AusPollen Aerobiology Collaboration Network. This list developed by the NHMRC AusPollen Partnership (2016-2020; 1116107) assigns a unique code based on the family taxonomic level of classification, as it is the lowest level that can be confidently identified by light microscopy.";https://vocabs.ardc.edu.au/viewById/300;ARDC;Categorisation scheme;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere;Not specified;2;2023-07-07
AusTraits Plant Dictionary;APD;The AusTraits Plant Dictionary (APD) includes the trait definitions used by AusTraits, a database of Australian plant traits. APD includes definitions for more than 500 traits pertaining to plant functional ecology and plant morphology. Each trait definition has been reviewed by multiple people and includes references and links to identical/similar traits in other trait databases whenever possible. The APD includes machine-readable formats and endpoints, allowing the traits to be readily re-used by other databases.;https://traitecoevo.github.io/APD/;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere;CC BY 3.0 AU;1;2023-07-07
Ecological Monitoring System – Australia (EMSA) modules: Attributes;EMSA-A;The EMSA controlled vocabularies support the data representation of field survey data collected using the EMSA modules. This vocabulary defines all attributes that are referenced throughout these modules.;https://vocabs.ardc.edu.au/viewById/651;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;All;CC BY 3.0 AU;1;2023-07-07
Ecological Monitoring System – Australia (EMSA) modules: Collections of Categorical Values;EMSA-CCV;The EMSA controlled vocabularies support the data representation of field survey data collected using the EMSA modules. This vocabulary defines all collections of categorical values referenced throughout these modules.;https://vocabs.ardc.edu.au/viewById/655;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Atmosphere-Biosphere-Geosphere;CC BY 3.0 AU;1;2023-07-07
Ecological Monitoring System – Australia (EMSA) modules: Feature Types;EMSA-FT;The EMSA controlled vocabularies support the data representation of field survey data collected using the EMSA modules. This vocabulary defines all EMSA monitoring protocols.;https://vocabs.ardc.edu.au/viewById/652;ARDC;Glossary;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere-Geosphere;CC BY 3.0 AU;1;2023-07-07
Ecological Monitoring System – Australia (EMSA) modules: EMSA monitoring protocols;EMSA-MP;The EMSA controlled vocabularies support the data representation of field survey data collected using the EMSA modules. This vocabulary defines all EMSA monitoring protocols.;https://vocabs.ardc.edu.au/viewById/654;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere-Geosphere;CC BY 3.0 AU;1;2023-07-07
Ecological Monitoring System – Australia (EMSA) modules: Observable Properties;EMSA-OP;The EMSA controlled vocabularies support the data representation of field survey data collected using the EMSA modules. This vocabulary defines all EMSA monitoring protocols.;https://vocabs.ardc.edu.au/viewById/653;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere-Geosphere;CC BY 3.0 AU;1;2023-07-07
Groundwater Dependent Ecosystems Atlas;GDE Atlas;The Groundwater Dependent Ecosystems Atlas (GDE Atlas) was developed as a national dataset of Australian GDEs to inform groundwater planning and management. It is the first and only national inventory of GDEs in Australia.;https://vocabs.ardc.edu.au/viewById/175;ARDC;Glossary;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere-Geosphere;CC BY 3.0 AU;2;2023-07-07
Material Type;Not specified;The Material Class vocabulary describes broad categories of earth materials (eg, rock, sediment, water, vegetation) that may be observed or sampled.;https://vocabs.ardc.edu.au/viewById/187;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Geosphere;Not specified;1;2023-07-06
Sampling Method;Not specified;The method by which a physical specimen was obtained, or may indicate that a feature was only observed and not physically sampled.;https://vocabs.ardc.edu.au/viewById/195;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;All;Not specified;1;2023-07-07
Survey Method;Not specified;The method of collection used by a survey.;http://linked.data.gov.au/def/survey-method;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;All;CC BY 4.0;10/02/20;2023-07-07
Natural Resource Management Survey Vocabularies;NRM;The Natural Resource Management (NRM) controlled vocabularies support the data representation of field survey data collected using the NRM collection protocols.;https://vocabs.ardc.edu.au/viewById/639;ARDC;Glossary;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;Biosphere;CC BY 3.0 AU;0.4.3;2023-07-06
Geological Sites;Not specified;The proximate geological features and locations that may be sampled or observed to determine the geological properties of an ultimate feature of interest.;https://vocabs.ardc.edu.au/viewById/562;ARDC;Thesaurus;SKOS;JSON-LD, N-Triples, RDF/XML, Turtle;Geosphere;CC BY 4.0;07/02/20;2023-07-07
National Agricultural Library's Agricultural Thesaurus;NALT;The Thesaurus is an online vocabulary of agricultural terms in English and Spanish and is cooperatively produced by the National Agricultural Library, USDA and the Inter-American Institute for Cooperation on Agriculture as well as other Latin American agricultural institutions belonging to the Agriculture Information and Documentation Service of the Americas (SIDALC).;https://agclass.nal.usda.gov/agt.shtml;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle;Biosphere-Geosphere;CC0 1.0;V-2023;2023-07-04
Observation Type;Not specified;The types of observation in geoscience.;https://vocabs.ardc.edu.au/viewById/561;ARDC;Glossary;SKOS;RDF/XML, N-Triples, Turtle, JSON-LD;Geosphere;CC-BY 4.0;07/02/20;2023-07-06
Analytical methods for geochemistry and cosmochemistry;Not specified;This concept scheme contains skos concepts for analysis methods used to produce observation results with information about the physical properties, chemical or isotopic composition, crystallography, or molecular structure of material samples. Based on spreadsheet compilation of method vocabularies from Geo.X, GEOROC, PetDB and OSIRIS-REx. Definitions added and updated based on web research, and SKOS serialization by S.M. Richard. Note that although there are high-level method categories for 'Physical property measurements' and the 'Bioanalytical method', these are placeholders and only include a few examples that are relevant to analytical methods in geo- or cosmochemistry.;https://vocabs.ardc.edu.au/viewById/650;ARDC;Thesaurus;SKOS;RDF/XML, N-Triples, Turtle, Notation3, N-Quads, RDF/JSON, JSON-LD, TriX, TriG, Sesame Binary RDF;All;CC BY 3.0 AU;1.1;2023-07-06
Environmental Impact;Not specified;This file contains the CGI Earth Resource Environmental Impact vocabulary, as defined by the IUGS Commission for Geoscience Information (CGI) Geoscience Terminology Working Group. The vocabulary defines concepts for categorizing impacts associated with Earth Resource extraction activities. By extension, this vocabulary includes all concepts in this conceptScheme, as well as concepts in any previous versions of the scheme.;https://vocabs.ardc.edu.au/viewById/120;ARDC;Thesaurus;SKOS;JSON-LD, N-Triples, RDF/XML, Turtle;All;Not specified;16/07/21;2023-07-07
End Use Potential;Not specified;This file contains the CGI End Use Potential vocabulary, as defined by the IUGS Commission for Geoscience Information (CGI) Geoscience Terminology Working Group. The vocabulary defines concepts to specify the end-use potential of the Earth Resource (eg for energy, fertilizer, building raw material etc). In the ERML model, a MineralOccurrence is a kind of EarthResource that has an occurrence type category and one or more associated enduse potential concepts. This vocabulary provides the range of values for the end-use potential property of MineralOccurrence. By extension, this vocabulary includes all concepts in this conceptScheme, as well as concepts in any previous versions of the scheme.;https://vocabs.ardc.edu.au/viewById/83;ARDC;Thesaurus;SKOS;JSON-LD, N-Triples, RDF/XML, Turtle;Geosphere;Not specified;16/07/21;2023-07-07
Exploration Activity Type;Not specified;This file contains the CGI Exploration Activity Type vocabulary, as defined by the IUGS Commission for Geoscience Information (CGI) Geoscience Terminology Working Group. The vocabulary defines concepts to categorize an exploration activity during some time period. By extension, this vocabulary includes all concepts in this conceptScheme, as well as concepts in any previous versions of the scheme.;https://vocabs.ardc.edu.au/viewById/79;ARDC;Thesaurus;SKOS;JSON-LD, N-Triples, RDF/XML, Turtle;Geosphere;Not specified;16/07/21;2023-07-07
